playerID,specific_player_position,player_position,player_position_class
185020,RW,WA,Attack
185030,RW,WA,Attack
185038,GK,GK,GoalKeeper
185046,CDM,DM,Midfield
185051,GK,GK,GoalKeeper
185057,CB,CB,Defence
185060,CM,CM,Midfield
185068,RW,WA,Attack
185072,LM,WM,Midfield
185073,ST,CF,Attack
185076,ST,CF,Attack
185082,ST,CF,Attack
185083,ST,CF,Attack
185089,,,GoalKeeper
185090,ST,CF,Attack
185103,LB,FB,Defence
185108,GK,GK,GoalKeeper
185109,LB,FB,Defence
185117,CDM,DM,Midfield
185118,GK,GK,GoalKeeper
185120,CB,CB,Defence
185132,CM,CM,Midfield
185135,RB,FB,Defence
185144,ST,CF,Attack
185148,ST,CF,Attack
185163,CB,CB,Defence
185171,CB,CB,Defence
185172,GK,GK,GoalKeeper
185173,CAM,CAM,Midfield
185174,CM,CM,Midfield
185179,CB,CB,Defence
185181,GK,GK,GoalKeeper
185194,CB,CB,Defence
185195,,,GoalKeeper
185199,ST,CF,Attack
185200,CB,CB,Defence
185204,CB,CB,Defence
185211,ST,CF,Attack
185214,CDM,DM,Midfield
185221,CDM,DM,Midfield
185226,CB,CB,Defence
185239,CB,CB,Defence
185240,CDM,DM,Midfield
185255,RM,WM,Midfield
185288,CAM,CAM,Midfield
185306,GK,GK,GoalKeeper
185307,CB,CB,Defence
185309,LW,WA,Attack
185316,CB,CB,Defence
185323,ST,CF,Attack
185339,CM,CM,Midfield
185349,CB,CB,Defence
185363,CB,CB,Defence
185368,RM,WM,Midfield
185370,CDM,DM,Midfield
185375,CB,CB,Defence
185400,CAM,CAM,Midfield
185405,GK,GK,GoalKeeper
185422,CF,CF,Attack
185426,ST,CF,Attack
185427,GK,GK,GoalKeeper
185431,ST,CF,Attack
185438,RM,WM,Midfield
186100,CB,CB,Defence
186115,LB,FB,Defence
186117,CM,CM,Midfield
186119,LM,WM,Midfield
186126,CM,CM,Midfield
186127,ST,CF,Attack
186128,ST,CF,Attack
186130,CB,CB,Defence
186132,CM,CM,Midfield
186137,LM,WM,Midfield
186139,CM,CM,Midfield
186140,ST,CF,Attack
186146,ST,CF,Attack
186147,GK,GK,GoalKeeper
186148,GK,GK,GoalKeeper
186152,CDM,DM,Midfield
186153,GK,GK,GoalKeeper
186157,CM,CM,Midfield
186158,CB,CB,Defence
186161,RW,WA,Attack
186170,RM,WM,Midfield
186172,CB,CB,Defence
186190,LB,FB,Defence
186191,GK,GK,GoalKeeper
186194,LB,FB,Defence
186197,CF,CF,Attack
186200,LW,WA,Attack
186238,GK,GK,GoalKeeper
186241,RW,WA,Attack
186260,GK,GK,GoalKeeper
186267,RB,FB,Defence
186270,LM,WM,Midfield
186272,ST,CF,Attack
186274,LB,FB,Defence
186296,CB,CB,Defence
186307,CAM,CAM,Midfield
186324,CB,CB,Defence
186325,CDM,DM,Midfield
186330,RB,FB,Defence
186331,LM,WM,Midfield
186345,RB,FB,Defence
186351,CM,CM,Midfield
186362,ST,CF,Attack
186366,ST,CF,Attack
186370,CB,CB,Defence
186386,CAM,CAM,Midfield
186389,RB,FB,Defence
186392,RB,FB,Defence
186395,RM,WM,Midfield
186400,CB,CB,Defence
186405,ST,CF,Attack
186408,RM,WM,Midfield
186415,LM,WM,Midfield
186424,ST,CF,Attack
186430,ST,CF,Attack
186433,RM,WM,Midfield
186441,CAM,CAM,Midfield
186444,ST,CF,Attack
186449,CDM,DM,Midfield
186451,CAM,CAM,Midfield
186452,CM,CM,Midfield
186453,CDM,DM,Midfield
186456,CB,CB,Defence
186499,LB,FB,Defence
186500,CDM,DM,Midfield
186502,CDM,DM,Midfield
186503,RB,FB,Defence
186504,CAM,CAM,Midfield
186519,CB,CB,Defence
186521,CB,CB,Defence
186524,ST,CF,Attack
186525,ST,CF,Attack
186537,ST,CF,Attack
186538,CB,CB,Defence
186539,CM,CM,Midfield
186543,CB,CB,Defence
186547,CB,CB,Defence
186550,LB,FB,Defence
186553,RB,FB,Defence
186561,CM,CM,Midfield
186562,ST,CF,Attack
186564,CB,CB,Defence
186567,CB,CB,Defence
186568,CAM,CAM,Midfield
186569,GK,GK,GoalKeeper
186572,CM,CM,Midfield
186578,CM,CM,Midfield
186581,RM,WM,Midfield
186586,CB,CB,Defence
186588,CDM,DM,Midfield
186589,CDM,DM,Midfield
186591,LB,FB,Defence
186595,RM,WM,Midfield
186598,RB,FB,Defence
186600,CM,CM,Midfield
186607,CF,CF,Attack
186611,GK,GK,GoalKeeper
186613,RWB,WB,Defence
186627,ST,CF,Attack
186629,RB,FB,Defence
186630,CB,CB,Defence
186637,RB,FB,Defence
186638,CM,CM,Midfield
186648,LB,FB,Defence
186650,ST,CF,Attack
186672,CDM,DM,Midfield
186674,CM,CM,Midfield
186680,GK,GK,GoalKeeper
186681,GK,GK,GoalKeeper
186682,CDM,DM,Midfield
186684,CB,CB,Defence
186687,CDM,DM,Midfield
186689,CB,CB,Defence
186695,CB,CB,Defence
186718,CB,CB,Defence
186719,ST,CF,Attack
186721,CB,CB,Defence
186722,CAM,CAM,Midfield
186723,ST,CF,Attack
186724,CB,CB,Defence
186737,LB,FB,Defence
186748,CM,CM,Midfield
186753,LB,FB,Defence
186756,LM,WM,Midfield
186759,ST,CF,Attack
186761,RM,WM,Midfield
186762,ST,CF,Attack
186765,CB,CB,Defence
186786,RW,WA,Attack
186801,CDM,DM,Midfield
186802,CM,CM,Midfield
186805,LM,WM,Midfield
186812,RW,WA,Attack
186817,CB,CB,Defence
186818,RB,FB,Defence
186822,CDM,DM,Midfield
186823,RB,FB,Defence
186824,CDM,DM,Midfield
186825,RW,WA,Attack
186829,CAM,CAM,Midfield
186830,LM,WM,Midfield
186832,LB,FB,Defence
186835,GK,GK,GoalKeeper
186839,RM,WM,Midfield
186840,ST,CF,Attack
186842,RM,WM,Midfield
186845,LB,FB,Defence
186849,CM,CM,Midfield
186852,ST,CF,Attack
186869,ST,CF,Attack
186876,CB,CB,Defence
186879,CDM,DM,Midfield
186882,GK,GK,GoalKeeper
186887,CAM,CAM,Midfield
186890,LB,FB,Defence
186895,CM,CM,Midfield
186900,RB,FB,Defence
186904,CM,CM,Midfield
186905,ST,CF,Attack
186912,CDM,DM,Midfield
186935,CM,CM,Midfield
186937,CB,CB,Defence
186939,LM,WM,Midfield
186941,GK,GK,GoalKeeper
186942,CM,CM,Midfield
186950,LB,FB,Defence
186954,ST,CF,Attack
186961,ST,CF,Attack
186982,LB,FB,Defence
187004,ST,CF,Attack
187027,LB,FB,Defence
187033,CB,CB,Defence
187038,ST,CF,Attack
187042,CM,CM,Midfield
187043,CM,CM,Midfield
187046,LM,WM,Midfield
187047,LB,FB,Defence
187048,CDM,DM,Midfield
187051,ST,CF,Attack
187052,CDM,DM,Midfield
187053,CB,CB,Defence
187056,CDM,DM,Midfield
187062,ST,CF,Attack
187072,CF,CF,Attack
187076,ST,CF,Attack
187077,ST,CF,Attack
187084,ST,CF,Attack
187132,,,GoalKeeper
187150,LM,WM,Midfield
187151,CDM,DM,Midfield
187175,ST,CF,Attack
187200,CB,CB,Defence
187221,CAM,CAM,Midfield
187323,CB,CB,Defence
187324,CB,CB,Defence
187334,ST,CF,Attack
187335,LW,WA,Attack
187337,ST,CF,Attack
187338,ST,CF,Attack
187339,RM,WM,Midfield
187361,CB,CB,Defence
187396,CB,CB,Defence
187404,RB,FB,Defence
187489,CM,CM,Midfield
187491,ST,CF,Attack
187498,LM,WM,Midfield
187514,CB,CB,Defence
187515,ST,CF,Attack
187516,LW,WA,Attack
187570,GK,GK,GoalKeeper
187590,ST,CF,Attack
187598,CB,CB,Defence
187619,GK,GK,GoalKeeper
187620,CB,CB,Defence
187644,CAM,CAM,Midfield
187683,CDM,DM,Midfield
187702,CAM,CAM,Midfield
187761,ST,CF,Attack
187763,CM,CM,Midfield
187768,LM,WM,Midfield
187789,CAM,CAM,Midfield
187800,RB,FB,Defence
187818,CDM,DM,Midfield
187830,CM,CM,Midfield
187850,LM,WM,Midfield
187857,GK,GK,GoalKeeper
187858,LM,WM,Midfield
187859,CDM,DM,Midfield
187878,CM,CM,Midfield
187891,LB,FB,Defence
187898,LM,WM,Midfield
187916,LB,FB,Defence
187924,CM,CM,Midfield
187925,RM,WM,Midfield
187931,LB,FB,Defence
187935,RM,WM,Midfield
187936,CDM,DM,Midfield
187939,LM,WM,Midfield
187940,CDM,DM,Midfield
187942,ST,CF,Attack
187944,LM,WM,Midfield
187954,CDM,DM,Midfield
187959,GK,GK,GoalKeeper
187961,CM,CM,Midfield
187982,CB,CB,Defence
187983,RM,WM,Midfield
187988,LM,WM,Midfield
187991,CB,CB,Defence
188001,CM,CM,Midfield
188005,CDM,DM,Midfield
188013,,,GoalKeeper
188016,GK,GK,GoalKeeper
188017,GK,GK,GoalKeeper
188031,ST,CF,Attack
188038,RB,FB,Defence
188042,CAM,CAM,Midfield
188058,ST,CF,Attack
188063,CDM,DM,Midfield
188070,CAM,CAM,Midfield
188071,,,GoalKeeper
188075,CDM,DM,Midfield
188076,CM,CM,Midfield
188086,LB,FB,Defence
188103,CAM,CAM,Midfield
188123,RM,WM,Midfield
188124,CDM,DM,Midfield
188125,CB,CB,Defence
188131,CB,CB,Defence
188132,CB,CB,Defence
188135,RB,FB,Defence
188139,RM,WM,Midfield
188145,CB,CB,Defence
188146,RB,FB,Defence
188152,CAM,CAM,Midfield
188154,CAM,CAM,Midfield
188155,RB,FB,Defence
188157,CM,CM,Midfield
188161,ST,CF,Attack
188164,CAM,CAM,Midfield
188166,RM,WM,Midfield
188167,CB,CB,Defence
188168,LB,FB,Defence
188175,CAM,CAM,Midfield
188177,CB,CB,Defence
188181,LB,FB,Defence
188182,CB,CB,Defence
188185,RW,WA,Attack
188201,CM,CM,Midfield
188214,CB,CB,Defence
188227,CB,CB,Defence
188230,LM,WM,Midfield
188232,RM,WM,Midfield
188234,CB,CB,Defence
188246,CB,CB,Defence
188251,CF,CF,Attack
188252,ST,CF,Attack
188253,CDM,DM,Midfield
188257,LB,FB,Defence
188260,LB,FB,Defence
188268,LW,WA,Attack
188270,CB,CB,Defence
188271,LW,WA,Attack
188272,GK,GK,GoalKeeper
188274,ST,CF,Attack
188277,LB,FB,Defence
188281,ST,CF,Attack
188282,ST,CF,Attack
188284,RB,FB,Defence
188285,GK,GK,GoalKeeper
188288,CDM,DM,Midfield
188289,ST,CF,Attack
188313,RM,WM,Midfield
188318,GK,GK,GoalKeeper
188325,ST,CF,Attack
188330,CDM,DM,Midfield
188334,RB,FB,Defence
188337,CM,CM,Midfield
188350,LM,WM,Midfield
188352,RB,FB,Defence
188375,LM,WM,Midfield
188377,RB,FB,Defence
188382,GK,GK,GoalKeeper
188383,CM,CM,Midfield
188384,CM,CM,Midfield
188385,CAM,CAM,Midfield
188386,ST,CF,Attack
188387,RB,FB,Defence
188388,CAM,CAM,Midfield
188390,RB,FB,Defence
188395,CDM,DM,Midfield
188397,ST,CF,Attack
188400,GK,GK,GoalKeeper
188405,CAM,CAM,Midfield
188406,ST,CF,Attack
188407,ST,CF,Attack
188410,CB,CB,Defence
188411,CB,CB,Defence
188413,CDM,DM,Midfield
188416,CB,CB,Defence
188417,CM,CM,Midfield
188418,ST,CF,Attack
188424,CB,CB,Defence
188425,ST,CF,Attack
188426,CB,CB,Defence
188427,LM,WM,Midfield
188428,ST,CF,Attack
188430,LB,FB,Defence
188484,ST,CF,Attack
188487,CM,CM,Midfield
188506,ST,CF,Attack
188511,CAM,CAM,Midfield
188536,CAM,CAM,Midfield
188538,CB,CB,Defence
188540,LM,WM,Midfield
188541,CM,CM,Midfield
188545,ST,CF,Attack
188546,CAM,CAM,Midfield
188547,ST,CF,Attack
188550,CB,CB,Defence
188556,CM,CM,Midfield
188560,LB,FB,Defence
188561,CB,CB,Defence
188567,ST,CF,Attack
188575,RM,WM,Midfield
188580,CF,CF,Attack
188586,CDM,DM,Midfield
188593,CB,CB,Defence
188594,LM,WM,Midfield
188599,ST,CF,Attack
188600,CDM,DM,Midfield
188601,CDM,DM,Midfield
188602,CB,CB,Defence
188603,CDM,DM,Midfield
188612,ST,CF,Attack
188616,ST,CF,Attack
188617,CM,CM,Midfield
188620,ST,CF,Attack
188621,LB,FB,Defence
188623,CDM,DM,Midfield
188625,CB,CB,Defence
188653,RB,FB,Defence
188654,CB,CB,Defence
188657,GK,GK,GoalKeeper
188669,RM,WM,Midfield
188687,CB,CB,Defence
188689,CDM,DM,Midfield
188696,LB,FB,Defence
188706,RB,FB,Defence
188720,ST,CF,Attack
188724,LB,FB,Defence
188727,CB,CB,Defence
188753,RB,FB,Defence
188756,LB,FB,Defence
188762,CB,CB,Defence
188763,CDM,DM,Midfield
188765,CDM,DM,Midfield
188768,CDM,DM,Midfield
188770,RM,WM,Midfield
188772,RB,FB,Defence
188781,ST,CF,Attack
188788,CAM,CAM,Midfield
188791,CM,CM,Midfield
188795,CF,CF,Attack
188802,LB,FB,Defence
188807,LB,FB,Defence
188809,ST,CF,Attack
188816,CM,CM,Midfield
188824,LB,FB,Defence
188825,CDM,DM,Midfield
188829,CB,CB,Defence
188833,CF,CF,Attack
188838,CB,CB,Defence
188839,CDM,DM,Midfield
188840,RB,FB,Defence
188841,CM,CM,Midfield
188844,CB,CB,Defence
188845,CAM,CAM,Midfield
188860,ST,CF,Attack
188871,ST,CF,Attack
188876,CDM,DM,Midfield
188877,CAM,CAM,Midfield
188879,CDM,DM,Midfield
188893,LW,WA,Attack
188899,ST,CF,Attack
188900,CDM,DM,Midfield
188910,ST,CF,Attack
188911,ST,CF,Attack
188916,,,GoalKeeper
188919,CDM,DM,Midfield
188920,GK,GK,GoalKeeper
188924,RB,FB,Defence
188925,GK,GK,GoalKeeper
188926,CDM,DM,Midfield
188930,RB,FB,Defence
188931,CDM,DM,Midfield
188935,LM,WM,Midfield
188936,LB,FB,Defence
188938,GK,GK,GoalKeeper
188942,CDM,DM,Midfield
188943,GK,GK,GoalKeeper
188946,ST,CF,Attack
188949,RW,WA,Attack
188954,RB,FB,Defence
188970,CM,CM,Midfield
188975,LM,WM,Midfield
188977,CAM,CAM,Midfield
188988,CAM,CAM,Midfield
188991,CAM,CAM,Midfield
188992,RM,WM,Midfield
189000,ST,CF,Attack
189007,CDM,DM,Midfield
189010,CDM,DM,Midfield
189012,CAM,CAM,Midfield
189013,GK,GK,GoalKeeper
189018,RB,FB,Defence
189019,LW,WA,Attack
189020,LM,WM,Midfield
189021,GK,GK,GoalKeeper
189022,CAM,CAM,Midfield
189026,ST,CF,Attack
189034,LB,FB,Defence
189039,CM,CM,Midfield
189040,CB,CB,Defence
189042,CAM,CAM,Midfield
189043,LB,FB,Defence
189047,CB,CB,Defence
189053,ST,CF,Attack
189054,ST,CF,Attack
189059,CM,CM,Midfield
189060,CB,CB,Defence
189061,GK,GK,GoalKeeper
189065,LB,FB,Defence
189067,CB,CB,Defence
189068,ST,CF,Attack
189077,LM,WM,Midfield
189084,GK,GK,GoalKeeper
189085,LM,WM,Midfield
189094,LB,FB,Defence
189095,ST,CF,Attack
189097,LB,FB,Defence
189098,LM,WM,Midfield
189106,RB,FB,Defence
189110,CB,CB,Defence
189111,ST,CF,Attack
189113,CAM,CAM,Midfield
189114,CDM,DM,Midfield
189115,LB,FB,Defence
189117,GK,GK,GoalKeeper
189118,CB,CB,Defence
189120,CDM,DM,Midfield
189121,LM,WM,Midfield
189125,CM,CM,Midfield
189133,ST,CF,Attack
189143,CM,CM,Midfield
189148,LM,WM,Midfield
189152,LM,WM,Midfield
189155,LB,FB,Defence
189156,CB,CB,Defence
189157,RM,WM,Midfield
189160,RW,WA,Attack
189163,RM,WM,Midfield
189165,CM,CM,Midfield
189167,CDM,DM,Midfield
189169,ST,CF,Attack
189172,LM,WM,Midfield
189175,RM,WM,Midfield
189177,CM,CM,Midfield
189181,CF,CF,Attack
189184,CB,CB,Defence
189186,CAM,CAM,Midfield
189192,LW,WA,Attack
189196,LM,WM,Midfield
189208,ST,CF,Attack
189209,CAM,CAM,Midfield
189211,LM,WM,Midfield
189217,RM,WM,Midfield
189218,CDM,DM,Midfield
189219,CB,CB,Defence
189221,RB,FB,Defence
189224,ST,CF,Attack
189227,LM,WM,Midfield
189234,RM,WM,Midfield
189235,CB,CB,Defence
189240,ST,CF,Attack
189242,LW,WA,Attack
189246,CDM,DM,Midfield
189248,GK,GK,GoalKeeper
189250,ST,CF,Attack
189251,CM,CM,Midfield
189253,LB,FB,Defence
189259,ST,CF,Attack
189261,CDM,DM,Midfield
189263,RM,WM,Midfield
189265,CDM,DM,Midfield
189271,CDM,DM,Midfield
189272,RM,WM,Midfield
189280,CM,CM,Midfield
189288,CB,CB,Defence
189296,GK,GK,GoalKeeper
189300,RB,FB,Defence
189303,ST,CF,Attack
189306,CB,CB,Defence
189311,CDM,DM,Midfield
189317,ST,CF,Attack
189324,GK,GK,GoalKeeper
189328,CB,CB,Defence
189332,LB,FB,Defence
189338,RW,WA,Attack
189346,RM,WM,Midfield
189354,RW,WA,Attack
189358,CAM,CAM,Midfield
189362,,,GoalKeeper
189383,CM,CM,Midfield
189386,RM,WM,Midfield
189387,GK,GK,GoalKeeper
189388,RB,FB,Defence
189389,ST,CF,Attack
189390,LWB,WB,Defence
189391,CB,CB,Defence
189397,CDM,DM,Midfield
189403,CB,CB,Defence
189410,CM,CM,Midfield
189415,LB,FB,Defence
189423,CDM,DM,Midfield
189425,CM,CM,Midfield
189430,GK,GK,GoalKeeper
189431,LM,WM,Midfield
189432,ST,CF,Attack
189433,CB,CB,Defence
189436,CB,CB,Defence
189437,CAM,CAM,Midfield
189446,RM,WM,Midfield
189447,ST,CF,Attack
189448,ST,CF,Attack
189451,ST,CF,Attack
189456,CB,CB,Defence
189459,RM,WM,Midfield
189461,CM,CM,Midfield
189462,LW,WA,Attack
189464,CM,CM,Midfield
189468,RM,WM,Midfield
189476,CB,CB,Defence
189477,CDM,DM,Midfield
189478,GK,GK,GoalKeeper
189484,LB,FB,Defence
189485,CF,CF,Attack
189488,CB,CB,Defence
189490,CM,CM,Midfield
189491,RM,WM,Midfield
189492,CM,CM,Midfield
189498,LM,WM,Midfield
189500,ST,CF,Attack
189504,CM,CM,Midfield
189505,RW,WA,Attack
189506,RB,FB,Defence
189508,CM,CM,Midfield
189509,CM,CM,Midfield
189510,RM,WM,Midfield
189511,CDM,DM,Midfield
189512,CB,CB,Defence
189513,CM,CM,Midfield
189521,CF,CF,Attack
189527,ST,CF,Attack
189530,RB,FB,Defence
189534,CAM,CAM,Midfield
189536,ST,CF,Attack
189538,LB,FB,Defence
189548,CDM,DM,Midfield
189551,CB,CB,Defence
189553,RB,FB,Defence
189557,RM,WM,Midfield
189558,CB,CB,Defence
189560,CDM,DM,Midfield
189561,ST,CF,Attack
189562,GK,GK,GoalKeeper
189568,CDM,DM,Midfield
189569,CB,CB,Defence
189572,CB,CB,Defence
189574,CM,CM,Midfield
189575,LW,WA,Attack
189576,CB,CB,Defence
189585,CDM,DM,Midfield
189586,GK,GK,GoalKeeper
189587,CM,CM,Midfield
189595,CAM,CAM,Midfield
189596,CF,CF,Attack
189606,CDM,DM,Midfield
189615,CB,CB,Defence
189640,CDM,DM,Midfield
189655,ST,CF,Attack
189658,RB,FB,Defence
189661,ST,CF,Attack
189668,RB,FB,Defence
189669,CB,CB,Defence
189679,LW,WA,Attack
189680,LB,FB,Defence
189682,CB,CB,Defence
189687,CB,CB,Defence
189690,GK,GK,GoalKeeper
189701,CB,CB,Defence
189706,CB,CB,Defence
189707,GK,GK,GoalKeeper
189710,CB,CB,Defence
189711,RW,WA,Attack
189712,CM,CM,Midfield
189713,LW,WA,Attack
189714,CB,CB,Defence
189715,CM,CM,Midfield
189717,ST,CF,Attack
189721,RM,WM,Midfield
189723,ST,CF,Attack
189724,CB,CB,Defence
189725,CM,CM,Midfield
189727,CDM,DM,Midfield
189728,ST,CF,Attack
189729,CB,CB,Defence
189734,CB,CB,Defence
189736,CM,CM,Midfield
189741,LB,FB,Defence
189748,CF,CF,Attack
189751,CM,CM,Midfield
189757,ST,CF,Attack
189766,CB,CB,Defence
189767,CB,CB,Defence
189768,CF,CF,Attack
189775,CDM,DM,Midfield
189776,RM,WM,Midfield
189779,CM,CM,Midfield
189792,LM,WM,Midfield
189794,CM,CM,Midfield
189795,ST,CF,Attack
189799,CAM,CAM,Midfield
189803,CAM,CAM,Midfield
189805,ST,CF,Attack
189817,CM,CM,Midfield
189823,CB,CB,Defence
189849,LM,WM,Midfield
189858,CM,CM,Midfield
189860,RB,FB,Defence
189865,LM,WM,Midfield
189867,CAM,CAM,Midfield
189869,CM,CM,Midfield
189874,RM,WM,Midfield
189881,CB,CB,Defence
189885,RM,WM,Midfield
189889,CB,CB,Defence
189893,RB,FB,Defence
189894,LW,WA,Attack
189899,CB,CB,Defence
189902,GK,GK,GoalKeeper
189905,CAM,CAM,Midfield
189908,GK,GK,GoalKeeper
189922,CB,CB,Defence
189924,RB,FB,Defence
189936,GK,GK,GoalKeeper
189938,CB,CB,Defence
189939,LM,WM,Midfield
189944,RB,FB,Defence
189945,RM,WM,Midfield
189946,RB,FB,Defence
189958,CDM,DM,Midfield
189961,ST,CF,Attack
189963,ST,CF,Attack
189967,ST,CF,Attack
189996,ST,CF,Attack
190004,CAM,CAM,Midfield
190011,RM,WM,Midfield
190014,RM,WM,Midfield
190017,ST,CF,Attack
190021,RM,WM,Midfield
190025,CB,CB,Defence
190034,CB,CB,Defence
190038,CB,CB,Defence
190041,CB,CB,Defence
190057,CB,CB,Defence
190059,LWB,WB,Defence
190060,CM,CM,Midfield
190061,GK,GK,GoalKeeper
190066,LB,FB,Defence
190076,CM,CM,Midfield
190079,CAM,CAM,Midfield
190084,CDM,DM,Midfield
190090,CM,CM,Midfield
190093,LB,FB,Defence
190094,CDM,DM,Midfield
190097,CAM,CAM,Midfield
190120,GK,GK,GoalKeeper
190126,CM,CM,Midfield
190143,LB,FB,Defence
190149,RB,FB,Defence
190150,CB,CB,Defence
190151,CB,CB,Defence
190156,CDM,DM,Midfield
190162,RB,FB,Defence
190169,GK,GK,GoalKeeper
190174,ST,CF,Attack
190177,ST,CF,Attack
190179,GK,GK,GoalKeeper
190180,RB,FB,Defence
190193,CDM,DM,Midfield
190195,GK,GK,GoalKeeper
190196,CB,CB,Defence
190199,CM,CM,Midfield
190200,CM,CM,Midfield
190202,RM,WM,Midfield
190207,CF,CF,Attack
190215,CB,CB,Defence
190220,ST,CF,Attack
190223,LB,FB,Defence
190228,CAM,CAM,Midfield
190232,CDM,DM,Midfield
190239,ST,CF,Attack
190243,GK,GK,GoalKeeper
190244,ST,CF,Attack
190245,GK,GK,GoalKeeper
190248,LB,FB,Defence
190249,CAM,CAM,Midfield
190264,RW,WA,Attack
190276,CB,CB,Defence
190277,CDM,DM,Midfield
190278,ST,CF,Attack
190283,GK,GK,GoalKeeper
190286,CAM,CAM,Midfield
190311,ST,CF,Attack
190324,CB,CB,Defence
190326,ST,CF,Attack
190330,CM,CM,Midfield
190332,LM,WM,Midfield
190343,RB,FB,Defence
190355,CB,CB,Defence
190356,ST,CF,Attack
190357,CB,CB,Defence
190358,CDM,DM,Midfield
190362,ST,CF,Attack
190370,ST,CF,Attack
190403,CB,CB,Defence
190416,CDM,DM,Midfield
190424,CM,CM,Midfield
190430,LB,FB,Defence
190432,CB,CB,Defence
190445,CM,CM,Midfield
190446,ST,CF,Attack
190449,GK,GK,GoalKeeper
190450,RB,FB,Defence
190451,ST,CF,Attack
190454,LB,FB,Defence
190456,RB,FB,Defence
190460,CAM,CAM,Midfield
190471,CF,CF,Attack
190483,LM,WM,Midfield
190490,RM,WM,Midfield
190494,RB,FB,Defence
190497,ST,CF,Attack
190499,CM,CM,Midfield
190500,ST,CF,Attack
190501,CM,CM,Midfield
190502,CB,CB,Defence
190504,CM,CM,Midfield
190507,CB,CB,Defence
190510,CDM,DM,Midfield
190516,LM,WM,Midfield
190517,RW,WA,Attack
190520,RB,FB,Defence
190529,CAM,CAM,Midfield
190531,CB,CB,Defence
190535,CAM,CAM,Midfield
190540,CDM,DM,Midfield
190544,CAM,CAM,Midfield
190545,LB,FB,Defence
190547,CB,CB,Defence
190549,CM,CM,Midfield
190572,LB,FB,Defence
190575,CM,CM,Midfield
190579,LB,FB,Defence
190581,CAM,CAM,Midfield
190582,ST,CF,Attack
190584,CM,CM,Midfield
190593,CAM,CAM,Midfield
190604,CM,CM,Midfield
190623,ST,CF,Attack
190628,RB,FB,Defence
190630,CDM,DM,Midfield
190633,RB,FB,Defence
190634,CB,CB,Defence
190635,RB,FB,Defence
190640,CM,CM,Midfield
190641,RW,WA,Attack
190642,ST,CF,Attack
190648,RB,FB,Defence
190649,CB,CB,Defence
190658,RB,FB,Defence
190659,LM,WM,Midfield
190664,ST,CF,Attack
190666,CB,CB,Defence
190667,LM,WM,Midfield
190670,CB,CB,Defence
190671,CM,CM,Midfield
190674,CM,CM,Midfield
190683,CM,CM,Midfield
190685,ST,CF,Attack
190687,RB,FB,Defence
190690,CDM,DM,Midfield
190696,CB,CB,Defence
190698,GK,GK,GoalKeeper
190700,GK,GK,GoalKeeper
190714,ST,CF,Attack
190716,ST,CF,Attack
190717,ST,CF,Attack
190722,ST,CF,Attack
190731,LB,FB,Defence
190732,ST,CF,Attack
190734,GK,GK,GoalKeeper
190738,ST,CF,Attack
190745,GK,GK,GoalKeeper
190747,ST,CF,Attack
190749,CDM,DM,Midfield
190752,CDM,DM,Midfield
190756,CB,CB,Defence
190761,CDM,DM,Midfield
190765,CAM,CAM,Midfield
190769,GK,GK,GoalKeeper
190778,GK,GK,GoalKeeper
190779,CM,CM,Midfield
190782,CDM,DM,Midfield
190792,GK,GK,GoalKeeper
190793,CM,CM,Midfield
190799,CDM,DM,Midfield
190807,ST,CF,Attack
190813,LW,WA,Attack
190814,ST,CF,Attack
190815,LB,FB,Defence
190824,RB,FB,Defence
190852,RM,WM,Midfield
190854,RB,FB,Defence
190868,CB,CB,Defence
190870,CB,CB,Defence
190871,LW,WA,Attack
190873,CDM,DM,Midfield
190875,CM,CM,Midfield
190885,RB,FB,Defence
190913,LB,FB,Defence
190915,ST,CF,Attack
190919,ST,CF,Attack
190931,CB,CB,Defence
190941,GK,GK,GoalKeeper
190942,CB,CB,Defence
190962,CB,CB,Defence
190970,CM,CM,Midfield
190972,RW,WA,Attack
190981,ST,CF,Attack
190982,LM,WM,Midfield
190983,CB,CB,Defence
191002,CB,CB,Defence
191005,RB,FB,Defence
191011,GK,GK,GoalKeeper
191023,LB,FB,Defence
191025,CB,CB,Defence
191032,RM,WM,Midfield
191034,ST,CF,Attack
191043,LB,FB,Defence
191044,LB,FB,Defence
191050,CB,CB,Defence
191052,CM,CM,Midfield
191053,CM,CM,Midfield
191055,LB,FB,Defence
191058,LM,WM,Midfield
191059,CM,CM,Midfield
191061,ST,CF,Attack
191065,CB,CB,Defence
191066,CDM,DM,Midfield
191069,CB,CB,Defence
191076,RM,WM,Midfield
191077,CAM,CAM,Midfield
191089,ST,CF,Attack
191096,CDM,DM,Midfield
191101,CB,CB,Defence
191130,RWB,WB,Defence
191151,CDM,DM,Midfield
191154,ST,CF,Attack
191167,CB,CB,Defence
191169,CAM,CAM,Midfield
191173,CM,CM,Midfield
191180,CM,CM,Midfield
191181,CB,CB,Defence
191184,CAM,CAM,Midfield
191198,LB,FB,Defence
191200,CM,CM,Midfield
191202,CDM,DM,Midfield
191203,RWB,WB,Defence
191207,LB,FB,Defence
191210,RB,FB,Defence
191221,CAM,CAM,Midfield
191251,CM,CM,Midfield
191256,CB,CB,Defence
191259,RB,FB,Defence
191294,CDM,DM,Midfield
191373,LB,FB,Defence
191388,LM,WM,Midfield
191390,LB,FB,Defence
191431,LB,FB,Defence
